,Sentence,language,stopwords count,Actionable Words,Check Email,Check Phone,Check URL or Link,Sentiments,Named Entinties,Profanitries
1009,ZJ2FCS Damage item received,English,3,"['damage', 'item', 'received']",,,,,[],[]
1010,4B6KBB delivery timeline ,English,,Null,,,,,,
1011,XWAM2Y B2C - Own Fleet - Customer received wrong item - ISL,English,3,['item'],,,,Negative,[],
1012,2EY53T 3pl delivery Timeline ,English,2,"['delivery', 'timeline']",,,,Neutral,['2EY53T'],
1013,T82H5R Delivery timeline ,English,2,"['delivery', 'timeline']",,,,,,
1014,V63ACA order creation ,English,1,"['order', 'creation']",,,,,['V63ACA'],
1015,68V657 order complete kardiya hai,Roman Urdu,0,"['order', 'complete']",,,,,,
1016,65KB6K delivery timeline ,English,1,"['delivery', 'timeline']",,,,,[],
1017,0OXW30 delivery delay ,English,,Null,,,,,,
1018,J75M4O delivery timeline ,English,,Null,,,,,,
1019,cx k details check ki jarhi thi but cx ki janib se call drop hogai ,Roman Urdu,,Null,,,,,,
1020,J6BB13 Duplicate order ,English,2,['order'],,,,Negative,,
1021,C19116 Delivery timeline ,English,2,"['delivery', 'timeline']",,,,Neutral,,
1022, B2C- How to place SBP Order,English,5,"['place', 'order']",,,,,['SBP'],
1023,NIP20P order information guided,English,0,['order information'],,,,Neutral,['NIP20P'],
1024,V63ACA Cancellation reason ,English,,Null,,,,,,
1025,9N335P call back by pharmacist,Null,0,"['call back', 'pharmacist']",Null,9N335P,Null,Null,[],[]
1026,K2D548 Exchange request guided not possible as per policy,English,0,Null,,,,Neutral,,
1027,Cotton Bandage 4 inch (10cm) 1 'S NA ,English,5,Null,,,,Neutral,[],[]
1028,"GTEW96 , 8V569I guided",English,,Null,,,,,,
1029,T82H5R delay delivery LHR,English,2,"['delay', 'delivery']",,,,,['LHR'],
1030,166213 Delivery timeline ,English,1,Null,,,,Neutral,,
1031,5L33AG / 4T469B Change mind ,Roman Urdu,3,"['Change', 'mind']",,,,,,"['5L33AG', '4T469B']"
1032,J55S5H order complete kardiya hai,Roman Urdu,2,"['order', 'complete']",,,,Positive,,
1033,J8V139 / SBP - Order Creation ,English,2,"['order', 'creation']",,,,,"['J8V139', 'SBP']",
1034,D5944O RTS cancellation ,English,1,['cancellation'],,,,Neutral,,
1035,647038 Already Returned guided rider,Roman Urdu,3,"['returned', 'guided', 'rider']",,,,,,
1036,WM9971 order complete kardiya hai,Roman Urdu,2,"['order', 'complete']",,,,Positive,,
1037,11Z393 delay delivery ,English,0,"['delay', 'delivery']",,,,Negative,,
1038,5W44HB delivery instruction,English,0,"['delivery', 'instruction']",,,,,,
1039,C19116 delivery timeline ,English,0,"['delivery', 'timeline']",,,,,,
1040,166213 Customer unreachable,English,,Null,,,,Neutral,,
1041,GTEW96 delivery timeline ,English,1,"['delivery', 'timeline']",,,,,,
1042,VUZ693 change mind ,English,2,"['change', 'mind']",,,,Neutral,,
1043,as per rider ,English,,Null,,,,,[],[]
1044,Product information Gaviscon Advance Liquid 120 ml guided available ,English,5,['available'],,,,Neutral,['Gaviscon Advance Liquid'],[]
1045,6BE595 marked complete on rider request ,English,3,['rider'],,,,,,
1046,RBD5U3 Unreachable as per rider ,English,0,['rider'],,,,Negative,[],
1047,Customer ne order delay ki wajha se cancel kara diya hai as rider so i mark return // night shift //  D65QUL,Roman Urdu,10,"['order', 'delay', 'cancel', 'rider', 'mark', 'return', 'night shift']",,,,Negative,[],
1048,7GP0SZ  /// Ib2c tha pending pe the cm ko guide kar diya hai apko hamari trf se confrimation call ajaygi,Roman Urdu,16,"['guide', 'confrimation', 'call']",Null,Null,Null,Positive,['Null'],['Null']
1049,FR51US // Order compelete as per rider so i mark delivered ,English,4,"['order', 'deliver']",,,,Positive,,
1050,ib2c // 5841OT  // cm asked about order // guided,Roman Urdu,1,['order'],,,,,['cm'],[]
1051,Customer ne order delay ki wajha se cancel kara diya hai as rider so i mark return // night shift,Roman Urdu,7,"['order', 'cancel', 'mark', 'return']",,,,Negative,['rider'],
1052,Z668XC /// B6YMUE Customer ko guide kar diya hai  apki medicine arrange ho rhi hai is liye delay ho raha hai apka order jald deliver ho jayega.,Roman Urdu,6,"['guide', 'medicine', 'arrange', 'delay', 'deliver']",,,,Positive,,
1053,5497QG cx kah rahy that order ab tak deliver nahi hua guided delivery time line ,Roman Urdu,8,"['order', 'deliver']",,,,,,
1054,MG84ZQ//7GP0SZ draft mai hai order pending mai hai ,Roman Urdu,3,['order'],,,,,[],[]
1055,rider location pe hay cx call pick nahi kar rahy hay  7W2DT5,Roman Urdu,4,"['rider', 'location', 'call', 'pick']",,,,,[],[]
1056,cs ki awaz nhi arahi thi cll drop with greeting,Roman Urdu,2,Null,,,,Neutral,[],[]
1057,Lantus Solostar (3ml) 100 IU/ml Inje yeh arrange ho rahi hain abhi tk deliver nhi hui hain cs ko,Roman Urdu,7,"['order', 'deliver']",,,,Neutral,['Lantus Solostar'],
1058,91L7K0 disc not available in the sheet \n\n,English,6,"['disc', 'sheet']",,,,Neutral,['91L7K0'],
1059,cs docter ki information mang rahy thy,Roman Urdu,1,['information'],,,,,['cs docter'],
1060,YM338G disc not available in the sheet,English,5,Null,,,,,[None],[None]
1061,cs kisi hospital ki information mang rahy thy,Roman Urdu,,Null,,,,,,
1062,WM10HL disc not available in the sheet,English,5,Null,,,,Neutral,[],[]
1063,supplier ko guide kar dia discount sheet me add nahi hain,Roman Urdu,4,"['guide', 'add']",,,,Neutral,"['supplier', 'discount sheet']",
1064,dockther k cus aye thy wo order k puch rahe thy apnay guide krdiya hai,Roman Urdu,3,"['order', 'guide']",,,,,[],[]
1065,Q36F4C 3022 discount ,English,0,['discount'],,,,,,
1066,0146M8 disc not available in the sheet,English,,Null,,,,,,
1067,as per supplier order deliver kar dia hain complete mark nhi ho raha hain supplier k kehny py order complete mark kia hain,Roman Urdu,11,"['order', 'deliver']",,,,Negative,['supplier'],
1068,CHNXP1cs ko hamari tarf sy cll arhi thi pr pick nhi kr payi,Roman Urdu,,Null,,CHNXP1cs,,,,
1069,4IL7JU disc not available in the sheet \n\n,English,,Null,,,,,,
1070,6PQ3AP 3808 k discount h sheet mai,Roman Urdu,1,"['discount', 'sheet']",,,,Positive,[],[]
1071,DISCOUNT NOT APPROVED,English,2,"['discount', 'guide']",,,,,,
1072,discount ka pochne ai the sheet pr se check kr ke guide krdiya,Roman Urdu,9,"['order', 'place']",,,,Neutral,['cs'],
1073,cs khe rahe hain k muej ap ki tarf sy cll ayi thi order place kiya tha order id batayi thi cs ny or un k order sy detail nhi ayi,Roman Urdu,3,"['discount', 'approved']",,,,Negative,,
1074,DISCOUNT NOT APPROVED,English,8,Null,,3331222573,,Negative,[],"['g***a', 'c***a']"
1075,03331222573 as per caller ko otp code nhi araha cus ne phir kaha mein no galata mila raha hon or call drop kardi\,Roman Urdu,3,"['order', 'call', 'back']",,,,Neutral,[],[]
1076,2J0JP3 sbp order pending hai 11 tarikh se kindly cus ko call back karlein @Pharmasist - Please call him back asap.  ,Roman Urdu,3,['order'],,,,Negative,,
1077,cs sy bt ho rahi thi khe rahi thi k muje yeh order nhiuchaheye pr reason nhi bataya k q nhi chaheye is waja yeh incompleteVO30ES,Roman Urdu,3,"['discount', 'pochne']",,3162753053,,,,['bic']
1078,03162753053 as per caller discount ka pochne aye thy bic,Roman Urdu,4,"['update', 'sheet']",,,,Neutral,,
1079,discount not update in sheet,English,6,"['delivery', 'timeline']",,9.23E+11,,,['lahore'],
1080,03216962363 as per caller lahore mein delivery timline poch rahe thy so guide kardiya ,Roman Urdu,3,['guide'],,,,Neutral,,
1081,message service ka bhi poch rahe thy woh bhi guide kardiya ,Roman Urdu,,Null,,,,Negative,[],[]
1082,darmian mein call drop hogai...,Roman Urdu,6,"['reinstall', 'guide']",,,,,,
1083,guided as per caller ka kehna tha k meri app per already use mein araha hai so guide kar diya ap app reinstall karlein,Roman Urdu,4,Null,,,,Neutral,[],[]
1084,QFDG33 supp ko guide kiya hai k sheet mai add ho chuka hai ,Roman Urdu,8,"['arrange', 'confirm']",,,,Neutral,,
1085,"2J0JP3 hirudoid cream has to arrange paharmacist sy confirm, kiya hai khe rahe hain k market mai hi available nhi hai ",Roman Urdu,5,"['discount', 'sheet', 'add', 'karwaya']",Null,Null,Null,Null,['PG3SG5'],Null
1086,PG3SG5 as per supplier ne discount sheet mein add karwaya hai..,Roman Urdu,5,"['order', 'cancel', 'placed']",,,,Neutral,,
1087,SBP order hai prescription blur thi is waja sy order cancel hua hai  Customer placed a new order ,Roman Urdu,7,"['unistall', 'order', 'deliver']",,,,Positive,,['cs']
1088,cs ko guide kar dia hain app unistall kar k order deliver kar dia jay ga,Roman Urdu,7,"['order', 'return']",,,,Neutral,,
1089,E4DXH8 AS PER SUPPLIER CUX KE PASS CASH NHI HAI UNHE PARTIAL KI BHI OFFER KI THI LEKIN CUX K PASS BILKUL CASH NHI HAI ISLIYE ORDER RETURN KAR RAHE HAIN KINDLY CONFIRM KAREN....,Roman Urdu,6,"['modify', 'order']",,,,Neutral,,
1090,HGXKT6 as per cus order modify karna chah rahi thi lekin unka order confirm tha ,Roman Urdu,3,"['arrangement', 'pending', 'call back']",,,,Neutral,[],[]
1091,AX07G3 mosegor 60 mll arrangmnt ho rahi hai is waja sy pendin ghai call back required hai ,Roman Urdu,13,"['cs', 'guide', 'email', 'picture', 'upload']",email not found,,,Negative,,
1092,cs ko hamari janib sy wrong product deliver hoa hain cs ko guide kar dia hain email py picture upload kar dain,Roman Urdu,1,"['discount', 'sheet', 'confirm', 'partial', 'cutting']",,,,Neutral,,
1093,guided as per discount sheet & confirmed that no partial / no cutting\n9220ZZ,English,8,['add'],,,,,,
1094,65BRRD as per supplier ne tp k bare mein pocha phir call drop kardi sheet mein is liye add nhi kiye,Roman Urdu,3,['order'],,,,Negative,[],['fake']
1095,B2B Cm kehre hain many yeh order nahi kara FAKE HAI ,Roman Urdu,2,Null,Null,Null,Null,Null,Null,Null
1096,tp adj  58.49 4E0L12,Null,2,"['guide', 'confirm', 'pharmacist', 'call back']",,,,Positive,['pharmacist'],[]
1097,cs ko guide kar dia hain confirmed k liye pharmacist call back kary gi,Roman Urdu,6,['supp'],,,,Neutral,,
1098,9Q22JH cs ko gudie kiya hai supp in k route pr hi hain kuch dair mai deliver ho jyega ,Roman Urdu,6,Null,,,,Neutral,[],
1099,guided as per discount sheet & confirmed that no partial / no cutting,English,10,"['order', 'place', 'return']",,,,Negative,,
1100,AS PER SUPPLIER KA KEHNA HAI K CUX KEH RAHE HAIN MERE ORDER BOOKER PLACE KARTA HAI MEINE KOI ORDER NHI KIYA HAI HAI AP ISE ORDER KO RETURN KARDEIN KINDLY CUX SE CONFIRM KAREN.......  KC8V23,Roman Urdu,0,Null,,,,Neutral,,
1101,Rs2379  As per sheet disc,English,8,"['guide', 'warehouse', 'rabta karain']",,,,Positive,,
1102,Acefyl Cough Syrup 125.0 ml supp ko guide kiya hai k complete hone k bd partial nhi kr sakte hain is k liye warehouse sy rabta karain,Roman Urdu,3,['purchase'],,,,Positive,,
1103,"CM KEHRE HIAN MAIN ALREADY M,ARKET SAY PURCHASED KARLIYA HAI ",Roman Urdu,5,['return'],,,,Neutral,['Acefyl Cough Syrup'],
1104,Acefyl Cough Syrup 125.0 ml 5pcs partial krwa rahe thy cs reason yeh tha k inhain yeh product aj nhi chaheye change of mind py return,Roman Urdu,5,"['order', 'pending', 'pay']",,,,Neutral,[],[]
1105,YJM698  CM KO MEDICINE ARRANGE NAHI HOI ORDER PENDING PAY HAIN sbp ,Roman Urdu,3,Null,,,,Neutral,[],[]
1106,ACHANAK SY CALL DROP HO GAI CX KE,Roman Urdu,,Null,,,,,,
1107,V51V39  Consignment Number:\n779405355861,English,6,"['order', 'pending', 'call']",,,,Neutral,,
1108,RL9599 sbp order pending hai  kindly cus ko call back karlein @Pharmasist - Please call him back asap.\n@Huda Fatima,Roman Urdu,2,"['order', 'place']",,,,,['SBP'],
1109,cs ko guide kiya hai order place krne k hawale sy k quick order SBP order hai yeh,Roman Urdu,0,Null,,,,Neutral,[],[]
1110,no extra discount in nido +3   375 GM  guided 685.18  rate as per invoice ,English,,Null,,,,,,
1111,RIDER KA NUM PROVIDE KYA HAI CX KO,Roman Urdu,9,"['order', 'cancel', 'deliver', 'guide', 'doorstep', 'reject', 'payment', 'revert']",,,,Positive,['TCS'],
1112,V51V39 Consignment Number: 779405355861 as per cus apne order ko cancel karna chah rahe thy tcs se deliver horaha hai so guide kardiya hai k apka order doorstep per reject huskhta hai or card payment revert bare mein bhi guide kiya hai..,Roman Urdu,4,"['guide', 'delivery time']",,,,Positive,,['ko0']
1113,cs ko0 guide kar dia hian delivery time,Roman Urdu,,Null,,,,,,
1114,PRICE GUIDE KYE HAI SUPPLIER KO ,Roman Urdu,1,['confirm'],,,,Neutral,,
1115,guided 201 ka discoutn hay confirm kia koi partial ya cutting nahi hay E3WPGB,Roman Urdu,0,Null,,,,Neutral,,
1116,14XJDD as p,Roman Urdu,9,"['order', 'payment', 'complete']",,,,Neutral,,
1117,as per rider cus ki location per order de raha hon payment recieve hai ap complete mark kardein order .\n\n,Roman Urdu,1,"['order', 'confirmation']",Null,Null,Null,Neutral,['Null'],['Null']
1118,B50YWU order confirmation,English,3,"['invoice', 'Nestle Nido', 'Powder']",,,,,['Nestle Nido'],
1119,GUIDED AS PER INVOICE JAY GA Nestle Nido 3+ Powder 375.0 gm,Roman Urdu,11,Null,,,,Neutral,"['Lantus Solostar', 'cs', 'Sufyan']",[]
1120,Lantus Solostar (3ml) 100 IU/ml Injection 1.0 'S cs ki dubara cll ayi thi unhain phr guided kiya hai k ab sufyan rabta karain gy apsy,Roman Urdu,6,"['rate', 'partial']",,,,Neutral,,
1121,Qbal 500mcg Tablet 15.0 'S - rate issue ki waja se partial krwaya ,Roman Urdu,4,['order'],,,,Negative,['Pediasure Vanilla Powder'],
1122,Pediasure Vanilla Powder 200. partial hai short expiry thi ,Roman Urdu,6,['return'],,,,Neutral,['KHI'],[]
1123,B2C - Return - Customer change his mind - KHI,English,5,['order'],,9.23E+11,,Neutral,,
1124,order pending pr hai cs ka kindly confirm karain 077570,Roman Urdu,5,Null,,,,,[],[]
1125,cx ko 1% charge amount lag gay gaya hay us hawaly say jany aye thay guided BN89MN,Roman Urdu,2,Null,,,,Negative,,
1126,DISCOUNT NOT APPROVED,English,7,"['discount', 'nido', 'rate', 'invoice']",,,,,"['nido', 'invoice']",[]
1127,RH64A4 no extra discount in nido +3 375 GM guided 685.18 rate as per invoice,English,,Null,,9.23E+11,,,,
1128,Retailer Name:  - Muzammil Khan\nRetailer Contact number:  923042445123\nOff - Invoice Discount Amount:  324.4416\nInvoice %:  1 \nOrder ID:  RHBM29,Roman Urdu,5,"['order', 'cancel']",,,,Negative,['INVALID RX'],
1129, JPO3RR  order cancel due to INVALID RX  guided,English,4,Null,,,,Neutral,[],[]
1130,discount not update in sheet,English,5,"['return', 'order']",,,,,[],[]
1131,Return Reason:  B2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,0,Null,,3332480309,,,[],[]
1132,03332480309 unable to hear voice ,Roman Urdu,5,"['order', 'pending', 'urgent', 'required']",,,,,"['SBP', 'lexotanil']",
1133,SBP R4MR5Z sbp order hai  :lexotanil arranmnt nahi hoi order pending cm ko urgent required hai ,Roman Urdu,5,"['return', 'order']",,,,Negative,,
1134,B2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,4,"['order', 'karta']",,,,Neutral,,
1135,R01MS2   as per cus ka kehna hai k order mein karta nhi phir kahan se,Roman Urdu,5,Null,,,,Negative,,
1136,\n\nB2C  Cm unreachable hai  adress complete nahi  house # mention nahi kiya hua \n\n,Roman Urdu,,Null,,,,,,
1137,place horahe haim,Roman Urdu,9,"['krwa', 'return']",,,,Neutral,,
1138,\n\nNido +1 Shield Powder 150.0 gm  cs khe rahe haiin k muje 400gmm wala chaheye tha is waja sy yeh return krwa rahe hain ,Roman Urdu,2,"['delivery', 'timeline']",,3335710053,,,,
1139,RGWA87 delivery timeline guided  03335710053,English,5,"['discount', 'sheet', 'TP Adjustment']",,,,,['4V973T'],[]
1140,guided as per discount sheet 4V973T TP Adjustment ,English,4,"['place', 'quick', 'order']",,,,,['sbp'],[]
1141,32454148  sbp order info how to place quick order ,English,3,"['charge', 'amount', 'return']",,,,Neutral,,[]
1142,cm kehre hain charge amount khatam anhi hoga toh return lejaien ,Roman Urdu,8,"['order', 'cancel', 'guide']",,,,Positive,['Gesto fill Syrup'],
1143,72IT37  as per cus ka kehna hai order place kar raha hon lekin cancel hurahe hain so guide kardiya  ye product out of stock hai is liye order  cancel hogae Gesto fill Syrup 120.0 ml,Roman Urdu,5,"['order', 'delivery', 'timing', 'guide']",,,,,['cs'],[]
1144,cs ko order ki delivery timing k hawale sy guide kiya hai ,Roman Urdu,1,"['update', 'pictures']",,9.23E+11,,,[],
1145,QE5113  03122809112 guided update TP pictures ,Roman Urdu,2,"['order', 'guide']",,,,Neutral,,
1146,D145DV customer order k puch rahe thy guide krdiya hai customer ko,Roman Urdu,9,"['return', 'order']",,,,Neutral,,
1147,\n\nB2B  Cm kay pass cash nahi hai return karna hai order\n\n,Roman Urdu,6,"['order', 'pics', 'provide', 'kar', 'rahay']",,,,Neutral,,
1148,152MEH cx nay Sitazan 50/500mg Tablet 14.0 'S order ki thi cx ko 7 strip wali 3 strip order men mili hay cx email pe pics provide kar rahy hay ,Roman Urdu,2,"['order', 'return']",,3492055701,,,,
1149, 03492055701 \nB2B  Cm kay pass cash nahi hai return karna hai order\n\n,Roman Urdu,3,"['order', 'issue', 'call']",,,,Neutral,[],[]
1150,cx ki order ID load nahi hu rahi thi protal pe issue tha guided kuch dair bad call kar len ,Roman Urdu,2,Null,,,,Negative,[],[]
1151,0BRK37 lack of cash,English,3,['GUIDE'],,,,,['PISCIPTION'],
1152,GUIDE KRDYA HAI PISCIPTION REQUIRED HAI,Roman Urdu,5,"['order', 'complete']",,,,Neutral,[],[]
1153,retailer kehre hain order complete ka msg agya hai but order nahi  aya pehle b ho chuka hai hai yeh,Roman Urdu,7,Null,,3330222564,,Neutral,[],[]
1154,03330222564 as per caller ki awaz durast mosool nhi hurahi thi so guide kardiya tha or ki acount bh show horaha ,Roman Urdu,3,"['order', 'delivered']",,9.23E+11,,Positive,[],[]
1155,return plicy guided 7LWG57 03314593440 cm ko sahi order delivered hua hai lakin woh wapis krre hian kay size yeh nahi chye ,Roman Urdu,2,"['discount', 'supplier', 'call back']",,,,Neutral,[],[]
1156,1% discount k liye supplier call back karain gy,Roman Urdu,3,Null,,,,Neutral,['Meiji FM-T Powder'],[]
1157,Meiji FM-T Powder 900 gm out of stock tha ,Roman Urdu,3,"['discount', 'rider']",,,,Positive,,
1158,guided 102 ka discoutn hay but rider naya kaha thik hay sir bux rtahny den 9POD8E,Roman Urdu,3,['order'],,9.23E+11,,Neutral,[],['disc']
1159,Retailer Name:  M Shah Zaman\nRetailer contact: 923161585160\nBooker Name:\nOrder ID:GNAP89\n\n\n68 ka disc diya hai booker nay  ,Roman Urdu,3,"['call', 'transfer', 'pharmacist']",,,,,,
1160,call transfer ki hain pharmacist ko,Roman Urdu,0,Null,,,,,[],[]
1161,Dytor Plus 10 not avaialbel ,English,3,"['return', 'order']",,,,,[],[]
1162, B2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,2,"['available', 'guide']",,,,Neutral,['humulin'],[]
1163,humulin available nahi hain guide kar dia hain,Roman Urdu,4,"['closed', 'supplier', 'return']",,,,Neutral,['B2B Cm'],
1164,  B2B Cm ki shop closed hai  supplier return ka bol rahe hain ,Roman Urdu,,['order'],,,,,,
